customer_id,lifetime_revenue,clv_rank
18550,90.54,6722
17664,90.52,6724
8879,90.50,6725
10218,90.49,6726
23156,90.47,6727
12633,90.47,6727
29928,90.47,6727
21689,90.45,6730
24745,90.44,6731
26327,90.44,6731
27230,90.44,6731
25870,90.43,6734
14410,90.43,6734
4733,90.43,6734
11071,90.43,6734
20710,90.43,6734
6804,90.42,6739
18283,90.41,6740
7963,90.41,6740
22701,90.37,6742
16729,90.37,6742
20051,90.37,6742
18938,90.35,6745
12473,90.34,6746
15972,90.34,6746
20041,90.33,6748
29597,90.32,6749
1362,90.31,6750
3061,90.30,6751
29690,90.29,6752
7448,90.27,6753
19131,90.26,6754
8805,90.26,6754
29027,90.25,6756
24132,90.24,6757
8322,90.24,6757
20122,90.24,6757
25254,90.24,6757
12819,90.23,6761
10675,90.23,6761
18767,90.23,6761
24864,90.21,6764
14343,90.21,6764
22369,90.20,6766
22409,90.19,6767
11358,90.18,6768
16443,90.17,6769
23280,90.16,6770
20548,90.15,6771
12893,90.14,6772
4453,90.13,6773
18248,90.12,6774
7951,90.11,6775
429,90.09,6776
1279,90.09,6776
24142,90.09,6776
13112,90.08,6779
19873,90.07,6780
1187,90.07,6780
25843,90.07,6780
7314,90.06,6783
4142,90.05,6784
16429,90.03,6785
15292,90.03,6785
6926,90.02,6787
22383,90.01,6788
19422,90.01,6788
2653,89.99,6790
22830,89.98,6791
21481,89.98,6791
22447,89.98,6791
10131,89.98,6791
26076,89.97,6795
26079,89.96,6796
1909,89.96,6796
9157,89.96,6796
10276,89.95,6799
1247,89.94,6800
11050,89.94,6800
14256,89.93,6802
779,89.93,6802
20567,89.92,6804
25420,89.91,6805
20254,89.91,6805
29742,89.91,6805
7742,89.90,6808
12306,89.90,6808
9554,89.89,6810
6836,89.87,6811
3481,89.86,6812
2389,89.85,6813
23824,89.85,6813
20121,89.84,6815
9322,89.84,6815
28409,89.83,6817
8901,89.83,6817
18523,89.82,6819
8509,89.81,6820
16531,89.81,6820
18924,89.81,6820
27292,89.80,6823
1285,89.80,6823
19086,89.78,6825
13541,89.77,6826
18092,89.77,6826
27700,89.76,6828
26874,89.73,6829
7501,89.72,6830
12246,89.71,6831
28670,89.70,6832
12888,89.70,6832
4180,89.69,6834
15143,89.68,6835
26425,89.67,6836
20565,89.67,6836
2562,89.65,6838
3078,89.64,6839
20536,89.64,6839
22202,89.63,6841
24815,89.63,6841
6959,89.62,6843
20227,89.62,6843
27351,89.61,6845
23439,89.61,6845
10267,89.59,6847
14217,89.59,6847
27603,89.59,6847
24090,89.58,6850
22344,89.58,6850
28844,89.57,6852
22665,89.57,6852
11163,89.57,6852
3532,89.55,6855
25155,89.50,6856
2028,89.50,6856
10086,89.50,6856
13409,89.50,6856
29232,89.49,6860
19772,89.48,6861
2295,89.48,6861
13872,89.46,6863
11279,89.45,6864
25568,89.45,6864
22064,89.43,6866
8087,89.42,6867
21046,89.42,6867
29136,89.42,6867
24088,89.42,6867
24646,89.42,6867
26020,89.41,6872
797,89.41,6872
14266,89.38,6874
19590,89.38,6874
10605,89.38,6874
3268,89.37,6877
17899,89.36,6878
13840,89.36,6878
27407,89.35,6880
24614,89.35,6880
5536,89.34,6882
28034,89.34,6882
11502,89.34,6882
27233,89.33,6885
29470,89.33,6885
21348,89.33,6885
15061,89.33,6885
16197,89.32,6889
24612,89.32,6889
11456,89.31,6891
29678,89.30,6892
9188,89.30,6892
21021,89.29,6894
3546,89.29,6894
1138,89.28,6896
17243,89.28,6896
20151,89.28,6896
21483,89.27,6899
14110,89.26,6900
25775,89.24,6901
1670,89.24,6901
25128,89.24,6901
17672,89.23,6904
12713,89.21,6905
2242,89.21,6905
9359,89.21,6905
29968,89.21,6905
26598,89.20,6909
18762,89.19,6910
4978,89.18,6911
4666,89.18,6911
14501,89.16,6913
28500,89.14,6914
7797,89.14,6914
21024,89.13,6916
13422,89.12,6917
26170,89.10,6918
20873,89.07,6919
11626,89.07,6919
9567,89.06,6921
11966,89.06,6921
24632,89.06,6921
26622,89.05,6924
2056,89.04,6925
23046,89.03,6926
17249,89.02,6927
16487,89.02,6927
20150,89.02,6927
3871,89.01,6930
4698,88.99,6931
24010,88.98,6932
8827,88.98,6932
17005,88.98,6932
27282,88.98,6932
20299,88.97,6936
22116,88.97,6936
8962,88.97,6936
2493,88.97,6936
26048,88.97,6936
16591,88.97,6936
6976,88.97,6936
13340,88.96,6943
17801,88.96,6943
1178,88.95,6945
13867,88.94,6946
14464,88.94,6946
16910,88.93,6948
28381,88.92,6949
896,88.92,6949
4675,88.91,6951
26805,88.91,6951
6072,88.91,6951
8950,88.89,6954
6194,88.88,6955
27895,88.88,6955
6136,88.87,6957
3241,88.86,6958
7929,88.86,6958
6352,88.85,6960
4937,88.85,6960
7287,88.85,6960
4382,88.85,6960
17513,88.83,6964
5004,88.83,6964
23503,88.82,6966
769,88.82,6966
18317,88.82,6966
14865,88.81,6969
15960,88.81,6969
20390,88.81,6969
7422,88.79,6972
7298,88.79,6972
4887,88.78,6974
5692,88.77,6975
16639,88.76,6976
11699,88.76,6976
6167,88.75,6978
13627,88.74,6979
25799,88.73,6980
19554,88.73,6980
18424,88.72,6982
28310,88.72,6982
14060,88.72,6982
10920,88.71,6985
13802,88.71,6985
27779,88.71,6985
8208,88.70,6988
321,88.69,6989
29240,88.68,6990
6666,88.66,6991
20671,88.66,6991
15537,88.64,6993
722,88.63,6994
18058,88.63,6994
20102,88.61,6996
3054,88.61,6996
22716,88.61,6996
27933,88.60,6999
21588,88.59,7000
8842,88.58,7001
17913,88.57,7002
11339,88.57,7002
6270,88.57,7002
7323,88.57,7002
16275,88.56,7006
9518,88.56,7006
8774,88.55,7008
20767,88.54,7009
19428,88.53,7010
12165,88.52,7011
13747,88.52,7011
574,88.52,7011
29229,88.52,7011
6013,88.51,7015
22004,88.51,7015
29806,88.51,7015
17823,88.50,7018
18202,88.49,7019
4630,88.49,7019
28236,88.48,7021
4265,88.48,7021
27048,88.46,7023
28353,88.42,7024
22981,88.41,7025
23300,88.41,7025
12003,88.41,7025
24690,88.39,7028
7897,88.38,7029
22820,88.38,7029
15283,88.38,7029
19062,88.38,7029
23011,88.38,7029
8342,88.36,7034
253,88.36,7034
27404,88.36,7034
20843,88.36,7034
26677,88.35,7038
2666,88.35,7038
26657,88.35,7038
3293,88.34,7041
10708,88.33,7042
25979,88.32,7043
6831,88.31,7044
11533,88.30,7045
23630,88.30,7045
26406,88.30,7045
9082,88.29,7048
6409,88.27,7049
2918,88.27,7049
4808,88.27,7049
14154,88.26,7052
19835,88.25,7053
29238,88.24,7054
6672,88.23,7055
29888,88.23,7055
29226,88.23,7055
25929,88.23,7055
18917,88.23,7055
15724,88.23,7055
22279,88.22,7061
10043,88.21,7062
18388,88.20,7063
565,88.20,7063
18996,88.19,7065
19197,88.19,7065
1331,88.19,7065
27909,88.19,7065
1923,88.19,7065
13447,88.18,7070
15036,88.18,7070
29380,88.17,7072
1729,88.17,7072
1558,88.17,7072
15467,88.16,7075
11153,88.16,7075
24811,88.16,7075
28555,88.16,7075
14613,88.16,7075
3804,88.15,7080
18728,88.14,7081
9975,88.13,7082
23656,88.13,7082
2728,88.12,7084
18736,88.12,7084
11106,88.12,7084
18719,88.12,7084
22318,88.10,7088
28132,88.10,7088
676,88.09,7090
26858,88.09,7090
29940,88.08,7092
16824,88.08,7092
14378,88.08,7092
12219,88.07,7095
28105,88.07,7095
24093,88.06,7097
23638,88.05,7098
7123,88.04,7099
23772,88.04,7099
6361,88.03,7101
22283,88.01,7102
13782,88.01,7102
97,88.01,7102
9232,88.01,7102
26800,88.00,7106
12955,88.00,7106
28694,87.99,7108
9443,87.98,7109
13610,87.98,7109
14942,87.97,7111
15962,87.97,7111
15083,87.96,7113
5539,87.96,7113
8777,87.96,7113
16683,87.95,7116
25068,87.95,7116
27613,87.95,7116
447,87.94,7119
18793,87.94,7119
24323,87.91,7121
28835,87.91,7121
9906,87.91,7121
28487,87.90,7124
4604,87.88,7125
19317,87.88,7125
14609,87.88,7125
15719,87.88,7125
17850,87.86,7129
3569,87.85,7130
626,87.85,7130
25431,87.84,7132
29313,87.84,7132
25977,87.84,7132
19401,87.83,7135
20813,87.83,7135
26350,87.81,7137
12746,87.79,7138
24575,87.78,7139
5702,87.76,7140
7542,87.75,7141
4217,87.74,7142
6684,87.72,7143
3652,87.69,7144
10542,87.68,7145
2202,87.67,7146
10948,87.66,7147
11619,87.65,7148
28822,87.65,7148
29262,87.65,7148
3291,87.65,7148
13275,87.64,7152
29833,87.63,7153
20264,87.63,7153
10474,87.62,7155
7367,87.59,7156
22547,87.58,7157
16650,87.57,7158
27182,87.57,7158
5634,87.56,7160
2234,87.54,7161
10921,87.54,7161
23708,87.53,7163
18004,87.51,7164
9915,87.50,7165
24822,87.50,7165
970,87.50,7165
15474,87.49,7168
14414,87.48,7169
11091,87.48,7169
19169,87.47,7171
15897,87.45,7172
25905,87.45,7172
735,87.45,7172
10835,87.44,7175
14123,87.44,7175
12489,87.43,7177
17466,87.42,7178
29693,87.41,7179
15838,87.41,7179
12020,87.40,7181
2539,87.40,7181
577,87.39,7183
28624,87.39,7183
10900,87.37,7185
24995,87.36,7186
24365,87.35,7187
10871,87.35,7187
18028,87.35,7187
4955,87.35,7187
12679,87.35,7187
21309,87.33,7192
29567,87.33,7192
17095,87.32,7194
21382,87.32,7194
7860,87.31,7196
28101,87.31,7196
18545,87.30,7198
8413,87.30,7198
3628,87.30,7198
16120,87.29,7201
5839,87.29,7201
20321,87.27,7203
25678,87.25,7204
26508,87.25,7204
9958,87.24,7206
6653,87.23,7207
20603,87.20,7208
12085,87.20,7208
27237,87.20,7208
20215,87.19,7211
2309,87.18,7212
25194,87.18,7212
28085,87.17,7214
29596,87.16,7215
18551,87.16,7215
13841,87.16,7215
27045,87.15,7218
13057,87.15,7218
14260,87.14,7220
18187,87.13,7221
15444,87.12,7222
4345,87.11,7223
9013,87.11,7223
12758,87.10,7225
1524,87.09,7226
8453,87.09,7226
18489,87.09,7226
20633,87.05,7229
22624,87.05,7229
17186,87.04,7231
17280,87.03,7232
23981,87.03,7232
29059,87.02,7234
13263,87.02,7234
29441,87.00,7236
9406,87.00,7236
17808,87.00,7236
7967,87.00,7236
3999,86.99,7240
28766,86.99,7240
12634,86.98,7242
10590,86.98,7242
14757,86.97,7244
6422,86.97,7244
21384,86.96,7246
5166,86.95,7247
6058,86.94,7248
20902,86.94,7248
9971,86.94,7248
15959,86.94,7248
25104,86.91,7252
23851,86.89,7253
19397,86.88,7254
14080,86.87,7255
29955,86.87,7255
4381,86.86,7257
6378,86.85,7258
12409,86.84,7259
3249,86.83,7260
29216,86.83,7260
2518,86.82,7262
25886,86.80,7263
24303,86.80,7263
27916,86.77,7265
12127,86.77,7265
16468,86.77,7265
13891,86.76,7268
2757,86.75,7269
27169,86.75,7269
2293,86.74,7271
29944,86.72,7272
10129,86.71,7273
23593,86.71,7273
14198,86.67,7275
18098,86.67,7275
28512,86.67,7275
10827,86.66,7278
9806,86.66,7278
18270,86.65,7280
9837,86.63,7281
5018,86.63,7281
27167,86.62,7283
7288,86.62,7283
28796,86.62,7283
27385,86.61,7286
1548,86.60,7287
24415,86.59,7288
5969,86.59,7288
28986,86.58,7290
22296,86.58,7290
2113,86.58,7290
5766,86.57,7293
4610,86.56,7294
23341,86.55,7295
15198,86.55,7295
27658,86.53,7297
14745,86.52,7298
22301,86.52,7298
22847,86.51,7300
21244,86.51,7300
3156,86.50,7302
11461,86.50,7302
14951,86.49,7304
27917,86.48,7305
20421,86.47,7306
17668,86.46,7307
22752,86.46,7307
10223,86.46,7307
4660,86.42,7310
1044,86.42,7310
27195,86.41,7312
5155,86.40,7313
12100,86.39,7314
21362,86.39,7314
2806,86.38,7316
2020,86.37,7317
18232,86.36,7318
14481,86.36,7318
17494,86.35,7320
17400,86.34,7321
24020,86.31,7322
4021,86.30,7323
11591,86.30,7323
5432,86.30,7323
1669,86.29,7326
5280,86.29,7326
13502,86.28,7328
14228,86.26,7329
1969,86.25,7330
28307,86.25,7330
6177,86.25,7330
6897,86.24,7333
25879,86.23,7334
13481,86.22,7335
10368,86.22,7335
2594,86.22,7335
13342,86.21,7338
13459,86.21,7338
14904,86.21,7338
26939,86.20,7341
27360,86.20,7341
28783,86.20,7341
13370,86.19,7344
15923,86.19,7344
24016,86.17,7346
1714,86.16,7347
221,86.16,7347
24160,86.16,7347
493,86.16,7347
3109,86.16,7347
21710,86.15,7352
21462,86.15,7352
23532,86.15,7352
18544,86.15,7352
387,86.14,7356
25689,86.14,7356
18386,86.14,7356
23731,86.13,7359
27276,86.13,7359
9871,86.13,7359
24162,86.12,7362
22207,86.12,7362
1612,86.11,7364
29502,86.11,7364
5925,86.11,7364
22412,86.10,7367
11952,86.09,7368
19762,86.08,7369
5207,86.07,7370
16594,86.07,7370
6751,86.05,7372
5271,86.05,7372
2262,86.05,7372
29401,86.05,7372
18847,86.05,7372
12567,86.04,7377
8018,86.04,7377
9239,86.04,7377
29747,86.04,7377
29868,86.04,7377
6460,86.04,7377
19784,86.03,7383
16361,86.02,7384
19449,86.02,7384
28053,86.02,7384
10373,86.02,7384
18663,86.01,7388
22261,86.00,7389
16968,86.00,7389
25861,86.00,7389
3991,86.00,7389
13382,86.00,7389
25954,85.98,7394
11830,85.98,7394
23940,85.97,7396
24783,85.96,7397
13294,85.95,7398
23469,85.95,7398
27090,85.94,7400
23085,85.94,7400
430,85.91,7402
7890,85.90,7403
15665,85.88,7404
26686,85.87,7405
27279,85.85,7406
755,85.85,7406
8982,85.85,7406
7553,85.85,7406
16768,85.85,7406
1593,85.85,7406
24954,85.82,7412
12839,85.81,7413
649,85.81,7413
5177,85.80,7415
24770,85.80,7415
23568,85.79,7417
28983,85.78,7418
17312,85.78,7418
28153,85.76,7420
23319,85.75,7421
25850,85.75,7421
18554,85.75,7421
4556,85.74,7424
16597,85.74,7424
16564,85.74,7424
15622,85.73,7427
25830,85.73,7427
27249,85.73,7427
21404,85.72,7430
29039,85.72,7430
1917,85.71,7432
29355,85.70,7433
19231,85.70,7433
24702,85.70,7433
27495,85.68,7436
20081,85.66,7437
29878,85.65,7438
14327,85.65,7438
9952,85.65,7438
3183,85.62,7441
7593,85.62,7441
3452,85.61,7443
7603,85.60,7444
22889,85.59,7445
27836,85.59,7445
10294,85.59,7445
14328,85.55,7448
10502,85.54,7449
25761,85.53,7450
6614,85.52,7451
10083,85.49,7452
14636,85.49,7452
4258,85.48,7454
25551,85.48,7454
3248,85.48,7454
8784,85.47,7457
3380,85.47,7457
23920,85.47,7457
29421,85.46,7460
21127,85.45,7461
29146,85.45,7461
23666,85.44,7463
4264,85.44,7463
18240,85.43,7465
15193,85.43,7465
16458,85.41,7467
7035,85.41,7467
21726,85.38,7469
10570,85.38,7469
28007,85.37,7471
7830,85.37,7471
27100,85.36,7473
11590,85.35,7474
29119,85.34,7475
8354,85.34,7475
22909,85.34,7475
22776,85.33,7478
19266,85.32,7479
20067,85.32,7479
9640,85.32,7479
29931,85.31,7482
16716,85.30,7483
15570,85.30,7483
26654,85.29,7485
6425,85.29,7485
28017,85.27,7487
7571,85.26,7488
22019,85.25,7489
3101,85.25,7489
4046,85.24,7491
20204,85.24,7491
13033,85.23,7493
12,85.22,7494
29974,85.22,7494
27208,85.20,7496
13667,85.20,7496
13061,85.19,7498
11929,85.19,7498
26570,85.19,7498
7268,85.18,7501
5470,85.17,7502
10360,85.17,7502
12210,85.17,7502
15702,85.17,7502
20960,85.16,7506
4509,85.16,7506
27570,85.16,7506
3449,85.13,7509
6585,85.12,7510
19392,85.12,7510
22152,85.11,7512
24611,85.11,7512
15983,85.10,7514
21090,85.10,7514
18298,85.09,7516
13565,85.08,7517
22226,85.08,7517
19047,85.07,7519
18073,85.07,7519
12138,85.05,7521
9788,85.04,7522
26126,85.04,7522
27245,85.03,7524
18979,85.03,7524
10434,85.02,7526
5130,85.02,7526
23021,85.02,7526
27848,85.02,7526
11669,85.01,7530
18680,85.00,7531
7818,85.00,7531
16149,84.99,7533
4307,84.99,7533
9918,84.98,7535
14398,84.98,7535
5939,84.97,7537
9506,84.96,7538
16820,84.95,7539
26873,84.95,7539
19555,84.95,7539
18259,84.93,7542
15184,84.92,7543
27966,84.92,7543
19303,84.92,7543
29830,84.92,7543
20082,84.91,7547
20045,84.91,7547
28052,84.90,7549
17205,84.90,7549
18623,84.89,7551
13199,84.89,7551
28,84.88,7553
16995,84.88,7553
1490,84.88,7553
19084,84.86,7556
22364,84.86,7556
29551,84.86,7556
13099,84.85,7559
19634,84.85,7559
19000,84.85,7559
15668,84.84,7562
7732,84.84,7562
2326,84.83,7564
916,84.83,7564
27218,84.82,7566
11205,84.82,7566
24035,84.81,7568
13883,84.80,7569
18753,84.80,7569
22045,84.80,7569
14680,84.79,7572
28235,84.77,7573
2021,84.76,7574
21233,84.75,7575
29009,84.75,7575
29437,84.74,7577
7962,84.72,7578
24874,84.71,7579
15455,84.71,7579
20476,84.70,7581
23292,84.70,7581
4553,84.68,7583
16449,84.68,7583
27114,84.68,7583
1867,84.66,7586
4672,84.66,7586
20435,84.65,7588
9257,84.64,7589
20668,84.64,7589
9379,84.64,7589
21034,84.63,7592
18150,84.61,7593
16160,84.61,7593
835,84.61,7593
9898,84.60,7596
27551,84.60,7596
25441,84.60,7596
28300,84.58,7599
1877,84.57,7600
704,84.57,7600
2906,84.56,7602
6158,84.55,7603
9083,84.54,7604
14038,84.52,7605
21906,84.51,7606
6416,84.51,7606
473,84.50,7608
907,84.50,7608
3191,84.50,7608
15382,84.49,7611
6974,84.48,7612
24925,84.48,7612
29719,84.48,7612
1351,84.47,7615
16437,84.47,7615
6759,84.47,7615
25884,84.46,7618
25159,84.46,7618
22899,84.46,7618
23249,84.45,7621
24946,84.44,7622
23490,84.44,7622
21229,84.44,7622
19465,84.43,7625
5309,84.42,7626
24325,84.42,7626
23305,84.41,7628
22489,84.39,7629
25880,84.38,7630
9399,84.38,7630
15428,84.38,7630
19414,84.38,7630
11186,84.38,7630
20025,84.37,7635
27055,84.37,7635
19039,84.37,7635
273,84.37,7635
15355,84.36,7639
24017,84.36,7639
20073,84.36,7639
27739,84.35,7642
2195,84.35,7642
16838,84.34,7644
15596,84.34,7644
25528,84.33,7646
5918,84.33,7646
4299,84.33,7646
2280,84.33,7646
27852,84.33,7646
12336,84.32,7651
16457,84.32,7651
17977,84.32,7651
21455,84.32,7651
1624,84.31,7655
2828,84.31,7655
22935,84.31,7655
21066,84.31,7655
28933,84.31,7655
6557,84.29,7660
10284,84.28,7661
21504,84.28,7661
12132,84.28,7661
26992,84.27,7664
4025,84.27,7664
17613,84.27,7664
4900,84.26,7667
21847,84.25,7668
23682,84.25,7668
28857,84.23,7670
13535,84.23,7670
1609,84.22,7672
22129,84.22,7672
2281,84.22,7672
25742,84.22,7672
3738,84.21,7676
26344,84.20,7677
19596,84.20,7677
1686,84.19,7679
1982,84.19,7679
16095,84.19,7679
17228,84.19,7679
8059,84.19,7679
3544,84.18,7684
8010,84.18,7684
13079,84.17,7686
25034,84.16,7687
27479,84.15,7688
2758,84.14,7689
6655,84.14,7689
7202,84.13,7691
24606,84.13,7691
10314,84.13,7691
24210,84.13,7691
22556,84.13,7691
22874,84.11,7696
6210,84.10,7697
23539,84.10,7697
282,84.10,7697
25581,84.08,7700
12454,84.08,7700
22091,84.07,7702
4189,84.07,7702
4397,84.07,7702
21901,84.07,7702
1510,84.07,7702
21302,84.07,7702
14179,84.06,7708
10696,84.05,7709
6952,84.04,7710
3827,84.03,7711
19749,84.03,7711
10933,84.02,7713
21013,84.02,7713
8142,84.02,7713
10754,84.02,7713
21373,84.02,7713
27682,84.01,7718
19516,84.01,7718
19190,84.01,7718
23510,84.00,7721
20634,83.99,7722
29086,83.99,7722
326,83.98,7724
9038,83.97,7725
2647,83.97,7725
10797,83.96,7727
9085,83.96,7727
5843,83.95,7729
21528,83.94,7730
25294,83.94,7730
21306,83.94,7730
10902,83.93,7733
17853,83.91,7734
13435,83.91,7734
14892,83.91,7734
15333,83.90,7737
23374,83.88,7738
13563,83.88,7738
11043,83.87,7740
13937,83.86,7741
16996,83.84,7742
16213,83.82,7743
23843,83.82,7743
23624,83.81,7745
17540,83.79,7746
17036,83.79,7746
9167,83.79,7746
10865,83.77,7749
8039,83.77,7749
15280,83.76,7751
16661,83.75,7752
14795,83.74,7753
11383,83.73,7754
9079,83.72,7755
714,83.71,7756
20288,83.70,7757
11993,83.70,7757
29210,83.69,7759
12248,83.68,7760
26339,83.67,7761
5810,83.67,7761
4229,83.67,7761
19157,83.64,7764
29439,83.63,7765
1576,83.62,7766
27483,83.62,7766
8085,83.62,7766
8388,83.59,7769
6115,83.59,7769
22506,83.59,7769
18744,83.58,7772
8374,83.57,7773
12142,83.57,7773
9972,83.56,7775
7510,83.55,7776
18760,83.55,7776
15360,83.54,7778
27625,83.53,7779
21199,83.52,7780
22288,83.51,7781
21812,83.51,7781
9345,83.50,7783
2496,83.50,7783
25978,83.50,7783
14908,83.49,7786
24966,83.48,7787
19189,83.48,7787
12269,83.47,7789
17300,83.46,7790
661,83.45,7791
28222,83.44,7792
21632,83.44,7792
8841,83.44,7792
8765,83.43,7795
4822,83.43,7795
17905,83.41,7797
5561,83.41,7797
26489,83.40,7799
29723,83.39,7800
14482,83.39,7800
23602,83.38,7802
22400,83.36,7803
10818,83.36,7803
19526,83.36,7803
23077,83.36,7803
4975,83.35,7807
14918,83.35,7807
15178,83.35,7807
12247,83.35,7807
1650,83.35,7807
365,83.34,7812
23670,83.34,7812
22942,83.34,7812
24909,83.34,7812
25365,83.34,7812
18252,83.34,7812
937,83.33,7818
24530,83.33,7818
10553,83.33,7818
26765,83.33,7818
7184,83.31,7822
26897,83.31,7822
15704,83.31,7822
16783,83.30,7825
11782,83.29,7826
2441,83.29,7826
27257,83.29,7826
26453,83.29,7826
11340,83.28,7830
14180,83.27,7831
5739,83.27,7831
29779,83.27,7831
9394,83.27,7831
28384,83.26,7835
28049,83.25,7836
21983,83.25,7836
17314,83.24,7838
24921,83.24,7838
8995,83.24,7838
6586,83.24,7838
12660,83.23,7842
14913,83.23,7842
23366,83.22,7844
8135,83.20,7845
559,83.20,7845
22941,83.20,7845
11814,83.19,7848
13603,83.19,7848
20761,83.19,7848
18502,83.18,7851
26271,83.18,7851
15835,83.18,7851
15346,83.15,7854
21576,83.13,7855
19645,83.13,7855
27205,83.12,7857
23872,83.12,7857
3584,83.12,7857
2480,83.11,7860
277,83.10,7861
22165,83.10,7861
8759,83.09,7863
19036,83.09,7863
5792,83.07,7865
14027,83.07,7865
28540,83.07,7865
15525,83.06,7868
3195,83.06,7868
11055,83.06,7868
16112,83.05,7871
5825,83.03,7872
9142,83.03,7872
5620,83.02,7874
20037,83.01,7875
9321,83.01,7875
8582,83.00,7877
9507,83.00,7877
18139,83.00,7877
2985,82.99,7880
26710,82.99,7880
26829,82.98,7882
29795,82.97,7883
5030,82.96,7884
16027,82.96,7884
26069,82.96,7884
8126,82.96,7884
6727,82.95,7888
29166,82.95,7888
552,82.92,7890
7811,82.92,7890
7588,82.92,7890
5622,82.91,7893
26704,82.91,7893
11750,82.91,7893
26008,82.90,7896
8133,82.89,7897
5306,82.88,7898
19099,82.87,7899
24313,82.87,7899
14063,82.86,7901
19892,82.86,7901
22161,82.86,7901
29388,82.85,7904
8269,82.85,7904
6355,82.83,7906
24296,82.83,7906
19,82.82,7908
18084,82.81,7909
16150,82.81,7909
20348,82.81,7909
24753,82.81,7909
451,82.80,7913
15507,82.80,7913
28387,82.79,7915
8928,82.79,7915
15922,82.79,7915
24454,82.77,7918
11262,82.77,7918
9073,82.76,7920
3548,82.75,7921
22439,82.75,7921
1608,82.73,7923
3986,82.73,7923
25964,82.72,7925
29913,82.71,7926
72,82.69,7927
20856,82.69,7927
14399,82.68,7929
27311,82.67,7930
4682,82.67,7930
18263,82.66,7932
20298,82.66,7932
1500,82.64,7934
24002,82.63,7935
1663,82.63,7935
11004,82.63,7935
15284,82.62,7938
6665,82.62,7938
25662,82.62,7938
13398,82.61,7941
12539,82.60,7942
12680,82.59,7943
9289,82.57,7944
22381,82.56,7945
4171,82.56,7945
8096,82.56,7945
29997,82.56,7945
21523,82.56,7945
400,82.53,7950
2976,82.51,7951
3436,82.51,7951
2217,82.50,7953
2669,82.49,7954
27152,82.49,7954
15887,82.48,7956
8575,82.48,7956
23111,82.47,7958
2910,82.46,7959
19330,82.46,7959
26103,82.46,7959
22515,82.46,7959
5756,82.45,7963
14249,82.44,7964
3674,82.44,7964
28947,82.44,7964
23036,82.42,7967
6280,82.42,7967
4207,82.41,7969
4493,82.41,7969
5220,82.40,7971
13709,82.39,7972
10809,82.38,7973
19936,82.38,7973
9099,82.37,7975
11980,82.36,7976
1531,82.34,7977
12548,82.34,7977
13148,82.33,7979
7459,82.32,7980
18788,82.32,7980
28558,82.32,7980
1273,82.31,7983
12544,82.31,7983
14175,82.30,7985
12179,82.25,7986
21586,82.25,7986
15336,82.25,7986
21265,82.25,7986
13333,82.24,7990
5861,82.23,7991
17856,82.23,7991
13675,82.23,7991
4324,82.23,7991
28044,82.23,7991
12041,82.22,7996
471,82.22,7996
11562,82.22,7996
23565,82.22,7996
25460,82.20,8000
12979,82.20,8000
3770,82.18,8002
18962,82.16,8003
25429,82.16,8003
25057,82.16,8003
12472,82.14,8006
12164,82.13,8007
12649,82.13,8007
17563,82.12,8009
10233,82.11,8010
18478,82.11,8010
9923,82.10,8012
3382,82.09,8013
28193,82.07,8014
21405,82.07,8014
27049,82.07,8014
24302,82.07,8014
5523,82.06,8018
24063,82.05,8019
17587,82.05,8019
25715,82.04,8021
4047,82.04,8021
536,82.04,8021
27876,82.04,8021
20343,82.03,8025
28147,82.03,8025
15087,82.03,8025
28145,82.02,8028
10699,82.01,8029
24993,82.01,8029
29698,82.01,8029
28478,82.01,8029
28647,82.01,8029
12981,82.00,8034
8703,81.99,8035
18205,81.98,8036
16503,81.98,8036
5903,81.98,8036
18814,81.98,8036
25169,81.97,8040
10447,81.96,8041
1587,81.95,8042
29971,81.94,8043
29321,81.94,8043
27705,81.94,8043
2937,81.93,8046
17281,81.93,8046
8927,81.92,8048
18541,81.92,8048
18752,81.92,8048
11102,81.92,8048
12637,81.92,8048
6045,81.91,8053
14542,81.90,8054
17350,81.89,8055
5140,81.89,8055
2598,81.88,8057
10500,81.88,8057
25762,81.86,8059
19028,81.86,8059
8484,81.84,8061
24416,81.84,8061
18739,81.83,8063
416,81.83,8063
14749,81.83,8063
22703,81.83,8063
6283,81.82,8067
24861,81.82,8067
21779,81.81,8069
22519,81.81,8069
10821,81.81,8069
10983,81.80,8072
4613,81.79,8073
22545,81.78,8074
3322,81.77,8075
21707,81.77,8075
1133,81.77,8075
2596,81.77,8075
13631,81.76,8079
753,81.75,8080
25796,81.75,8080
28383,81.75,8080
3055,81.74,8083
3803,81.74,8083
21525,81.74,8083
66,81.74,8083
25185,81.72,8087
12727,81.72,8087
29275,81.71,8089
11543,81.71,8089
15398,81.70,8091
18027,81.70,8091
15844,81.68,8093
20550,81.68,8093
11366,81.68,8093
10398,81.66,8096
9546,81.66,8096
4686,81.65,8098
14447,81.64,8099
20986,81.64,8099
6814,81.64,8099
26458,81.63,8102
18105,81.63,8102
29193,81.63,8102
22083,81.62,8105
20714,81.62,8105
29821,81.62,8105
1205,81.62,8105
6635,81.61,8109
24968,81.60,8110
2421,81.60,8110
882,81.60,8110
2368,81.58,8113
23748,81.57,8114
24541,81.56,8115
10617,81.56,8115
6928,81.56,8115
2999,81.56,8115
16679,81.55,8119
14405,81.55,8119
6252,81.54,8121
5690,81.54,8121
1397,81.53,8123
23691,81.52,8124
22017,81.52,8124
