album_id,album_name,artist_name,artist_type,total_revenue,total_vendor_cost,profit,profit_margin_percent
303,"Ashen Desire (Saga)","Briana Lambert",Non-Famous,48962.34,59141.60,-10179.26,-20.79
304,"Silent Horizons (Memoirs)","Briana Leach",Non-Famous,46555.08,75982.56,-29427.48,-63.21
305,"Sapphire Paradise (Soundtrack)","Bridget Lucas",Non-Famous,57757.96,61070.90,-3312.94,-5.74
306,"Frost Tides","Brittany Curry",Non-Famous,49484.96,74189.02,-24704.06,-49.92
307,"Blazing Reflections","Brittany Fuller",Non-Famous,28272.72,31201.36,-2928.64,-10.36
308,"Ocean Visions (Saga)","Brittany Martin",Non-Famous,68430.96,90499.36,-22068.40,-32.25
309,"Burning Signals (Blueprint)","Brittany Mendez",Non-Famous,47327.54,67451.96,-20124.42,-42.52
310,"Shattered Hearts (Tales)","Brooke Adams",Non-Famous,25271.20,29991.09,-4719.89,-18.68
311,"Ocean Echoes (Tales)","Brooke Gibson",Non-Famous,53698.96,76424.61,-22725.65,-42.32
312,"Distant Stories (Memoirs)","Bryan Curry",Non-Famous,30313.47,37367.46,-7053.99,-23.27
313,"Fading Voices (Soundtrack)","Bryan Woods",Non-Famous,42202.44,50234.83,-8032.39,-19.03
314,"Ocean Voices (Blueprint)","Caleb Johnson",Non-Famous,53961.84,54854.72,-892.88,-1.65
315,"Blazing Temples (Sessions)","Carl Duran",Non-Famous,59971.67,77590.00,-17618.33,-29.38
316,"Radiant Confessions (Saga)","Carla Sanchez",Non-Famous,34818.96,39266.16,-4447.20,-12.77
317,"Crimson Letters (Redux)","Carlos Jackson",Non-Famous,54080.07,70087.20,-16007.13,-29.60
318,"Crimson Stories (Tales)","Carmen Young",Non-Famous,30866.46,33983.20,-3116.74,-10.10
319,"Sacred Paths (Redux)","Carolyn Day",Non-Famous,57926.88,82245.73,-24318.85,-41.98
320,"Distant Paradise (Vol. I)","Carolyn Franco",Non-Famous,34706.32,45781.95,-11075.63,-31.91
321,"Broken Shadows (Edition)","Carrie Allen",Non-Famous,40445.16,57981.96,-17536.80,-43.36
322,"Paper Shadows (Verse)","Casey Graham",Non-Famous,30355.17,39139.32,-8784.15,-28.94
323,"Sacred Confessions (Chronicles)","Cassandra Douglas",Non-Famous,26741.34,33726.02,-6984.68,-26.12
324,"Ocean Voices (Tales)","Cassandra Meza",Non-Famous,30938.22,29771.28,1166.94,3.77
325,"Frost Waves (Blueprint)","Cassidy Mccormick",Non-Famous,41904.50,48858.12,-6953.62,-16.59
326,"Blazing Lights (Anthology)","Catherine Meyers",Non-Famous,15438.50,26547.84,-11109.34,-71.96
327,"Fading Souls (Vol. I)","Cathy Edwards",Non-Famous,49277.96,69826.70,-20548.74,-41.70
328,"Ocean Roses (Memoirs)","Cesar Morris",Non-Famous,30365.28,35577.63,-5212.35,-17.17
329,"Moonlit Whispers (Vol. I)","Chad Moses",Non-Famous,24608.64,29371.58,-4762.94,-19.35
330,"Shattered Paths (Reprise)","Charlene Reyes",Non-Famous,36243.03,51609.56,-15366.53,-42.40
331,"Obsidian Temples (Anthology)","Charles Marshall",Non-Famous,53634.56,61680.25,-8045.69,-15.00
332,"Velvet Voices (Edition)","Chelsea Powers",Non-Famous,30878.00,40207.00,-9329.00,-30.21
333,"Neon Desire (Vol. II)","Cheryl Santiago",Non-Famous,55566.03,54292.65,1273.38,2.29
334,"Wild Serenade (Saga)","Chloe Hunter",Non-Famous,67700.40,68632.06,-931.66,-1.38
335,"Ashen Souls (Soundtrack)","Christian Decker",Non-Famous,50073.87,47088.27,2985.60,5.96
336,"Crimson Souls (Sessions)","Christian Young",Non-Famous,23608.80,25702.47,-2093.67,-8.87
337,"Echo Dreams (Blueprint)","Christina Hawkins MD",Non-Famous,39805.12,56783.23,-16978.11,-42.65
338,"Burning Tides (Vol. I)","Christina West",Non-Famous,55287.30,62166.05,-6878.75,-12.44
339,"Obsidian Echoes (Soundtrack)","Christine Carroll",Non-Famous,39999.68,57080.92,-17081.24,-42.70
340,"Radiant Temples (Diaries)","Christine Farmer",Non-Famous,42800.23,55539.00,-12738.77,-29.76
341,"Radiant Desire (Edition)","Christine Pierce",Non-Famous,29518.56,41865.51,-12346.95,-41.83
342,"Sapphire Shadows (Vol. II)","Christine Ramsey",Non-Famous,52133.64,89182.99,-37049.35,-71.07
343,"Neon Temples (Archives)","Christine Thompson",Non-Famous,49267.20,62096.73,-12829.53,-26.04
344,"Lunar Voices (Saga)","Christopher Harmon",Non-Famous,37583.56,38518.12,-934.56,-2.49
345,"Sacred Paths (Verse)","Christopher Jenkins",Non-Famous,47201.00,62643.20,-15442.20,-32.72
346,"Electric Echoes (Soundtrack)","Christopher Mack",Non-Famous,41102.86,55143.10,-14040.24,-34.16
347,"Sapphire Tides (Diaries)","Christopher Mitchell",Non-Famous,21689.10,27480.40,-5791.30,-26.70
348,"Midnight Dreams (Vol. II)","Christopher Olson",Non-Famous,31364.97,34054.95,-2689.98,-8.58
349,"Obsidian Rooms","Christopher Reyes Jr.",Non-Famous,27692.83,32856.00,-5163.17,-18.64
350,"Paper Voices (Blueprint)","Christopher Rogers",Non-Famous,39323.70,50131.51,-10807.81,-27.48
351,"Sapphire Confessions (Tales)","Christopher Russo",Non-Famous,37741.39,56160.00,-18418.61,-48.80
352,"Storm Souls (Saga)","Christopher Zhang",Non-Famous,49057.85,69798.36,-20740.51,-42.28
353,"Distant Rhythms (Anthology)","Cody Murray",Non-Famous,19000.96,19821.34,-820.38,-4.32
354,"Radiant Rhythms (Archives)",Coldplay,Famous,32897.75,35954.65,-3056.90,-9.29
355,"Broken Rooms (Tales)","Colin Foster",Non-Famous,34978.23,37034.84,-2056.61,-5.88
356,"Wild Paradise (Archives)","Colleen Clark",Non-Famous,31858.96,40582.08,-8723.12,-27.38
357,"Burning Lights","Colleen Taylor DVM",Non-Famous,57190.04,74920.20,-17730.16,-31.00
358,"Moonlit Echoes (Redux)","Colton Reid",Non-Famous,18989.03,27444.75,-8455.72,-44.53
359,"Broken Lights (Reprise)","Connie Wilson",Non-Famous,46751.36,65349.12,-18597.76,-39.78
360,"Ashen Souls (Vol. I)","Crystal Davis",Non-Famous,26235.04,34348.95,-8113.91,-30.93
361,"Glass Rooms (Chronicles)","Curtis Anthony",Non-Famous,45010.32,44573.76,436.56,0.97
362,"Silent Serenade (Reprise)","Cynthia Howard",Non-Famous,46321.99,59513.70,-13191.71,-28.48
363,"Crimson Whispers (Verse)","Cynthia Murillo",Non-Famous,38017.20,47022.35,-9005.15,-23.69
364,"Electric Rooms","Cynthia Payne",Non-Famous,34716.24,40760.23,-6043.99,-17.41
365,"Hidden Visions (Memoirs)","Cynthia Porter",Non-Famous,51849.20,72095.13,-20245.93,-39.05
366,"Velvet Whispers (Anthology)","Cynthia Webb",Non-Famous,34741.04,37671.40,-2930.36,-8.43
367,"Whisper Echoes (Reprise)","Daddy Yankee",Famous,57660.93,78629.20,-20968.27,-36.36
368,"Shattered Echoes (Vol. I)","Dalton Zamora",Non-Famous,29838.50,34166.96,-4328.46,-14.51
369,"Infinite Paradise (Sessions)","Dana Carter",Non-Famous,52111.80,68807.33,-16695.53,-32.04
370,"Silent Shadows (Memoirs)","Dana Flores",Non-Famous,45995.73,65625.42,-19629.69,-42.68
371,"Hidden Shadows (Memoirs)","Dana White",Non-Famous,42969.36,51230.24,-8260.88,-19.23
372,"Electric Whispers (Chronicles)","Daniel Chang",Non-Famous,42752.16,60407.76,-17655.60,-41.30
373,"Blazing Echoes (Blueprint)","Daniel Fowler",Non-Famous,56221.75,61253.07,-5031.32,-8.95
374,"Ocean Temples (Reprise)","Daniel Griffin",Non-Famous,38986.50,42291.20,-3304.70,-8.48
375,"Silent Signals (Chronicles)","Daniel Hensley",Non-Famous,32520.24,37277.94,-4757.70,-14.63
376,"Echo Waves (Anthology)","Daniel Ingram",Non-Famous,45986.64,60514.92,-14528.28,-31.59
377,"Blazing Voices (Edition)","Daniel Jackson",Non-Famous,37302.24,51237.81,-13935.57,-37.36
378,"Whisper Tides (Chronicles)","Daniel Johnson",Non-Famous,28941.82,34686.48,-5744.66,-19.85
379,"Ashen Paradise","Daniel King",Non-Famous,50971.50,65201.07,-14229.57,-27.92
380,"Moonlit Signals (Memoirs)","Daniel Oliver",Non-Famous,62707.28,88630.08,-25922.80,-41.34
381,"Blazing Rooms (Chronicles)","Daniel Potter",Non-Famous,53742.51,70255.90,-16513.39,-30.73
382,"Paper Serenade (Vol. II)","Daniel Valencia",Non-Famous,30245.89,35790.12,-5544.23,-18.33
383,"Infinite Confessions (Tales)","Daniel Wagner",Non-Famous,57014.87,93726.84,-36711.97,-64.39
384,"Hidden Confessions (Sessions)","Danielle Nelson",Non-Famous,26393.75,33886.50,-7492.75,-28.39
385,"Neon Tides (Diaries)","Danielle Richardson",Non-Famous,35946.36,43664.07,-7717.71,-21.47
386,"Storm Desire (Diaries)","Danielle Steele",Non-Famous,39500.18,44429.68,-4929.50,-12.48
387,"Echo Serenade (Chronicles)","Danny Leonard",Non-Famous,25731.16,31048.65,-5317.49,-20.67
388,"Golden Letters (Edition)","David Atkins",Non-Famous,21474.79,26486.45,-5011.66,-23.34
389,"Glass Reflections (Edition)","David Brown",Non-Famous,26037.00,32555.00,-6518.00,-25.03
390,"Golden Souls (Sessions)","David Campbell",Non-Famous,18714.50,20859.98,-2145.48,-11.46
391,"Echo Shadows (Vol. II)","David Esparza",Non-Famous,52501.44,80322.66,-27821.22,-52.99
392,"Distant Roses","David King",Non-Famous,34676.75,58537.39,-23860.64,-68.81
393,"Paper Roses (Archives)","David Lee",Non-Famous,53697.89,75984.70,-22286.81,-41.50
394,"Whisper Waves (Diaries)","David Moreno",Non-Famous,31558.08,34827.36,-3269.28,-10.36
395,"Velvet Waves (Edition)","David Nelson",Non-Famous,40387.58,43992.96,-3605.38,-8.93
396,"Burning Visions (Archives)","David Parker",Non-Famous,47863.44,60926.21,-13062.77,-27.29
397,"Golden Roses (Verse)","David Phillips",Non-Famous,38061.40,46569.63,-8508.23,-22.35
398,"Crimson Serenade (Verse)","David Reed",Non-Famous,22101.85,35497.92,-13396.07,-60.61
399,"Burning Dreams (Verse)","David Velazquez",Non-Famous,44373.56,72108.96,-27735.40,-62.50
400,"Blazing Rooms (Tales)","David Warner",Non-Famous,12321.43,16085.31,-3763.88,-30.55
401,"Obsidian Reflections (Diaries)","Dawn Carey",Non-Famous,26909.28,29639.24,-2729.96,-10.15
402,"Electric Echoes","Dawn Patel",Non-Famous,46333.01,60991.88,-14658.87,-31.64
403,"Broken Rhythms (Diaries)","Dawn Young",Non-Famous,34667.64,35489.34,-821.70,-2.37
404,"Sapphire Tides (Tales)","Deanna Miller",Non-Famous,20091.50,29573.18,-9481.68,-47.19
405,"Radiant Reflections (Verse)","Debbie Lopez PhD",Non-Famous,33086.68,37721.64,-4634.96,-14.01
406,"Blazing Echoes (Diaries)","Deborah Fleming",Non-Famous,43099.61,53860.80,-10761.19,-24.97
407,"Lunar Souls (Verse)","Debra Best",Non-Famous,78008.40,101635.76,-23627.36,-30.29
408,"Storm Hearts (Saga)","Debra Brown",Non-Famous,69086.77,87021.13,-17934.36,-25.96
409,"Sacred Signals (Saga)","Debra Cervantes",Non-Famous,33102.72,44886.24,-11783.52,-35.60
410,"Distant Reflections (Anthology)","Denise Evans",Non-Famous,67904.80,76516.44,-8611.64,-12.68
411,"Electric Whispers (Vol. I)","Denise Hunt",Non-Famous,30769.47,41129.75,-10360.28,-33.67
412,"Moonlit Stories (Verse)","Denise Phillips",Non-Famous,34369.65,41954.30,-7584.65,-22.07
413,"Ashen Temples (Diaries)","Denise Walker",Non-Famous,17890.10,21373.17,-3483.07,-19.47
414,"Ashen Confessions (Tales)","Dennis Smith",Non-Famous,26006.94,28700.79,-2693.85,-10.36
415,"Silent Rooms (Reprise)","Dennis Tran",Non-Famous,25284.48,25520.74,-236.26,-0.93
416,"Shattered Dreams (Chronicles)","Dennis Williams",Non-Famous,28235.11,31906.98,-3671.87,-13.00
417,"Burning Voices","Derek Brown",Non-Famous,17148.26,19494.00,-2345.74,-13.68
418,"Frost Horizons (Blueprint)","Derek Gates",Non-Famous,43642.08,62006.25,-18364.17,-42.08
419,"Blazing Dreams (Redux)","Derek Williams",Non-Famous,60091.84,84192.69,-24100.85,-40.11
420,"Wild Hearts (Chronicles)","Derrick Smith",Non-Famous,27882.72,42616.23,-14733.51,-52.84
421,"Ocean Horizons (Blueprint)","Desiree Moody",Non-Famous,56609.16,62077.40,-5468.24,-9.66
422,"Whisper Stories (Reprise)","Diana Myers",Non-Famous,61582.84,89951.76,-28368.92,-46.07
423,"Velvet Tides (Diaries)","Diane Pierce",Non-Famous,29386.80,34754.22,-5367.42,-18.26
424,"Midnight Shadows (Archives)","Diane Stanley",Non-Famous,29208.82,47407.68,-18198.86,-62.31
425,"Frost Serenade (Anthology)","Dillon Smith",Non-Famous,26993.30,40128.84,-13135.54,-48.66
426,"Moonlit Voices (Reprise)","Donald Bush",Non-Famous,43946.26,58188.78,-14242.52,-32.41
427,"Broken Desire (Edition)","Donald Rosales",Non-Famous,66664.26,66209.00,455.26,0.68
428,"Radiant Signals (Memoirs)","Donna Gonzalez",Non-Famous,32800.07,38853.10,-6053.03,-18.45
429,"Electric Signals","Donna Kelly",Non-Famous,26750.50,36231.90,-9481.40,-35.44
430,"Ashen Letters (Diaries)","Donna Thomas",Non-Famous,40376.64,49951.20,-9574.56,-23.71
431,"Paper Stories (Archives)","Douglas Lucas",Non-Famous,36756.06,41759.34,-5003.28,-13.61
432,"Neon Shadows (Memoirs)","Douglas Luna",Non-Famous,44730.40,58230.66,-13500.26,-30.18
433,"Infinite Echoes (Chronicles)","Douglas Morris",Non-Famous,35730.00,52233.89,-16503.89,-46.19
434,"Burning Paths (Soundtrack)","Dr. Briana Kim",Non-Famous,25578.48,33710.41,-8131.93,-31.79
435,"Fading Rooms (Verse)","Dr. Christina Collins",Non-Famous,36200.64,52135.09,-15934.45,-44.02
436,"Infinite Waves (Chronicles)","Dr. Jessica Thompson",Non-Famous,22392.23,27468.04,-5075.81,-22.67
437,"Echo Paradise (Edition)","Dr. John Roth",Non-Famous,21822.99,40116.96,-18293.97,-83.83
438,"Shattered Signals (Vol. I)","Dr. Kara Hanson",Non-Famous,30253.86,30801.48,-547.62,-1.81
439,"Obsidian Stories","Dr. Kelly Wheeler",Non-Famous,23099.08,26360.30,-3261.22,-14.12
440,"Wild Letters (Redux)","Dr. Linda Valenzuela",Non-Famous,46395.30,57507.42,-11112.12,-23.95
441,"Echo Voices (Soundtrack)","Dr. Nancy Thomas DVM",Non-Famous,42093.48,54453.65,-12360.17,-29.36
442,"Broken Voices (Soundtrack)","Dr. Nicole Moore",Non-Famous,54029.25,73281.45,-19252.20,-35.63
443,"Ashen Rhythms (Archives)","Dustin Cox",Non-Famous,26646.24,39149.67,-12503.43,-46.92
444,"Fading Rhythms (Redux)","Dustin Hall",Non-Famous,50729.60,61385.94,-10656.34,-21.01
445,"Velvet Horizons (Sessions)","Dustin Myers",Non-Famous,47305.72,55433.64,-8127.92,-17.18
446,"Obsidian Shadows (Verse)","Dustin Wilson",Non-Famous,31007.80,36929.95,-5922.15,-19.10
447,"Frost Hearts (Archives)","Earl Johnson",Non-Famous,57354.75,68685.00,-11330.25,-19.75
448,"Distant Waves (Anthology)","Eddie Riley",Non-Famous,44511.30,49286.70,-4775.40,-10.73
449,"Ashen Hearts (Blueprint)","Edward Kim",Non-Famous,25487.27,36204.84,-10717.57,-42.05
450,"Obsidian Visions (Sessions)","Edward Lopez",Non-Famous,32160.60,39508.10,-7347.50,-22.85
451,"Velvet Visions (Tales)","Edward Moore",Non-Famous,60147.74,89907.84,-29760.10,-49.48
452,"Frost Visions (Vol. II)","Edward Morales",Non-Famous,55032.43,71182.08,-16149.65,-29.35
453,"Infinite Serenade (Diaries)","Elaine Guerra",Non-Famous,30062.55,31671.15,-1608.60,-5.35
454,"Radiant Reflections (Diaries)","Elijah Coleman",Non-Famous,18803.25,22217.42,-3414.17,-18.16
455,"Moonlit Roses (Blueprint)","Elizabeth Barber",Non-Famous,31506.78,38733.01,-7226.23,-22.94
456,"Paper Temples (Saga)","Elizabeth Cox",Non-Famous,28779.03,35630.84,-6851.81,-23.81
457,"Lunar Signals (Redux)","Elizabeth James",Non-Famous,40752.78,65698.08,-24945.30,-61.21
458,"Shattered Letters (Soundtrack)","Elizabeth Keller",Non-Famous,34451.25,51679.08,-17227.83,-50.01
459,"Distant Rooms (Blueprint)","Elizabeth Lawson",Non-Famous,18583.50,24681.37,-6097.87,-32.81
460,"Midnight Temples (Blueprint)","Elizabeth Lewis",Non-Famous,33750.36,38511.20,-4760.84,-14.11
461,"Distant Roses (Vol. I)","Elizabeth Perez",Non-Famous,26436.48,33954.09,-7517.61,-28.44
462,"Silent Reflections (Archives)","Elizabeth Rogers",Non-Famous,57983.10,93428.26,-35445.16,-61.13
463,"Moonlit Horizons (Tales)","Emily Evans",Non-Famous,30279.42,42175.76,-11896.34,-39.29
464,"Moonlit Paradise (Memoirs)","Emily Garcia",Non-Famous,54883.20,66465.30,-11582.10,-21.10
465,"Electric Voices (Reprise)","Emily Gomez",Non-Famous,33245.10,60051.04,-26805.94,-80.63
466,"Neon Souls (Anthology)","Emily Yates",Non-Famous,41936.44,54405.00,-12468.56,-29.73
467,"Silent Temples (Tales)",Eminem,Famous,13728.48,19184.30,-5455.82,-39.74
468,"Whisper Tides","Emma Ryan",Non-Famous,42138.90,66030.72,-23891.82,-56.70
469,"Radiant Voices (Soundtrack)","Eric Anderson",Non-Famous,29492.88,35386.36,-5893.48,-19.98
470,"Neon Paths","Eric Arellano",Non-Famous,43035.00,43386.53,-351.53,-0.82
471,"Glass Waves (Saga)","Eric Richardson",Non-Famous,17235.54,20774.16,-3538.62,-20.53
472,"Moonlit Tides (Verse)","Erica Calderon",Non-Famous,67325.74,93403.52,-26077.78,-38.73
473,"Radiant Lights (Reprise)","Erica Gallagher",Non-Famous,34064.64,42843.24,-8778.60,-25.77
474,"Frost Souls (Sessions)","Erika Tapia",Non-Famous,40687.66,48475.90,-7788.24,-19.14
475,"Silent Serenade (Memoirs)","Erin Kramer",Non-Famous,41719.44,49968.16,-8248.72,-19.77
476,"Sapphire Paradise (Verse)","Erin Marsh",Non-Famous,49582.44,60370.00,-10787.56,-21.76
477,"Ocean Echoes (Edition)","Erin Navarro",Non-Famous,33990.96,40963.00,-6972.04,-20.51
478,"Sapphire Rhythms (Saga)","Erin Sellers",Non-Famous,32826.78,44486.40,-11659.62,-35.52
479,"Hidden Reflections (Blueprint)","Erin Thompson",Non-Famous,52241.92,69770.80,-17528.88,-33.55
480,"Distant Dreams (Redux)","Ethan James",Non-Famous,44574.28,60264.32,-15690.04,-35.20
481,"Glass Rhythms (Archives)","Eugene Allen",Non-Famous,96267.36,114766.48,-18499.12,-19.22
482,"Midnight Paths (Archives)","Evan Martin",Non-Famous,29339.88,40276.36,-10936.48,-37.28
483,"Lunar Echoes (Sessions)","Faith Matthews",Non-Famous,34842.99,47885.60,-13042.61,-37.43
484,"Lunar Shadows (Diaries)","Felicia Hill",Non-Famous,22649.02,28984.56,-6335.54,-27.97
485,"Electric Paths (Anthology)","Felicia Lamb",Non-Famous,28782.21,47949.56,-19167.35,-66.59
486,"Crimson Signals (Verse)","Frank Allen",Non-Famous,90827.97,90281.40,546.57,0.60
487,"Ashen Temples (Soundtrack)","Frank Hanna",Non-Famous,29271.84,40117.82,-10845.98,-37.05
488,"Distant Letters (Edition)","Frank King",Non-Famous,62590.55,109904.85,-47314.30,-75.59
489,"Burning Rooms","Frank Morton",Non-Famous,32269.50,33156.48,-886.98,-2.75
490,"Hidden Whispers (Redux)","Frank Thompson",Non-Famous,27161.50,32340.60,-5179.10,-19.07
491,"Broken Roses (Reprise)","Frederick Fox",Non-Famous,59571.00,80480.80,-20909.80,-35.10
492,"Shattered Paths (Diaries)","Gabriel Weber",Non-Famous,51168.26,61522.14,-10353.88,-20.24
493,"Silent Tides (Vol. II)","Gabriella Little",Non-Famous,30278.36,32321.84,-2043.48,-6.75
494,"Crimson Waves (Reprise)","Gary Clark",Non-Famous,32584.16,40214.44,-7630.28,-23.42
495,"Paper Souls (Chronicles)","Gary Hernandez",Non-Famous,22731.02,21918.52,812.50,3.57
496,"Storm Paths (Reprise)","Gary Martin",Non-Famous,24758.76,33227.62,-8468.86,-34.21
497,"Neon Horizons (Vol. II)","Gerald Hunt",Non-Famous,19099.89,26969.52,-7869.63,-41.20
498,"Infinite Signals (Chronicles)","Gina Robertson",Non-Famous,34236.09,46574.28,-12338.19,-36.04
499,"Sacred Paradise (Saga)","Gina Smith",Non-Famous,33401.94,37857.65,-4455.71,-13.34
500,"Sacred Lights (Verse)","Gloria Edwards",Non-Famous,41093.60,50632.62,-9539.02,-23.21
501,"Shattered Voices (Vol. I)","Gloria Mann",Non-Famous,54455.22,75172.12,-20716.90,-38.04
502,"Golden Reflections (Archives)","Grace Gregory",Non-Famous,64260.48,114933.30,-50672.82,-78.86
503,"Sacred Dreams (Sessions)","Green Day",Famous,18365.04,20516.30,-2151.26,-11.71
504,"Sacred Horizons (Sessions)","Gregory Harris",Non-Famous,28804.38,35866.20,-7061.82,-24.52
505,"Hidden Letters (Sessions)","Guy Brown",Non-Famous,58847.60,76894.72,-18047.12,-30.67
506,"Glass Signals","Hailey Bell",Non-Famous,35181.16,46094.95,-10913.79,-31.02
507,"Neon Confessions (Memoirs)","Hannah Jennings",Non-Famous,24303.20,25961.04,-1657.84,-6.82
508,"Fading Rooms (Anthology)","Hannah Johnson",Non-Famous,32480.50,34198.56,-1718.06,-5.29
509,"Neon Rooms (Chronicles)","Hannah Marsh",Non-Famous,21343.77,26227.00,-4883.23,-22.88
510,"Obsidian Stories (Edition)","Hannah Miller",Non-Famous,27429.20,37234.56,-9805.36,-35.75
511,"Paper Reflections (Verse)","Hannah Phillips",Non-Famous,43849.68,51102.16,-7252.48,-16.54
512,"Fading Horizons","Hannah Proctor",Non-Famous,27409.79,33799.45,-6389.66,-23.31
513,"Radiant Shadows (Soundtrack)","Harry Hensley",Non-Famous,18529.84,22211.26,-3681.42,-19.87
514,"Glass Shadows (Redux)","Hayley Flores",Non-Famous,51024.96,59197.06,-8172.10,-16.02
515,"Broken Rooms (Soundtrack)","Heather Fowler",Non-Famous,27448.03,35546.17,-8098.14,-29.50
516,"Midnight Waves (Archives)","Heather Martinez",Non-Famous,62280.86,92237.60,-29956.74,-48.10
517,"Hidden Visions (Vol. II)","Heather Nelson",Non-Famous,68794.88,79383.89,-10589.01,-15.39
518,"Electric Rooms (Soundtrack)","Heather Sanchez",Non-Famous,47807.10,60977.92,-13170.82,-27.55
519,"Golden Lights (Anthology)","Heather Solis",Non-Famous,33061.52,39014.12,-5952.60,-18.00
520,"Shattered Lights (Reprise)","Holly French",Non-Famous,55944.00,90484.76,-34540.76,-61.74
521,"Blazing Confessions (Verse)","Holly Lamb",Non-Famous,51172.80,56591.07,-5418.27,-10.59
522,"Whisper Paradise (Anthology)","Holly Scott",Non-Famous,36538.06,48174.08,-11636.02,-31.85
523,"Burning Desire (Diaries)","Holly Wagner",Non-Famous,32302.58,34723.48,-2420.90,-7.49
524,"Obsidian Lights (Verse)","Ian Collins",Non-Famous,51442.49,67201.40,-15758.91,-30.63
525,"Fading Hearts","Ian Floyd",Non-Famous,39432.35,52218.78,-12786.43,-32.43
526,"Sapphire Horizons (Chronicles)","Isaac West",Non-Famous,34533.69,51047.43,-16513.74,-47.82
527,"Broken Stories (Soundtrack)","Jack Robinson",Non-Famous,70211.70,77533.24,-7321.54,-10.43
528,"Glass Reflections (Saga)","Jaclyn Buckley",Non-Famous,24461.19,31464.00,-7002.81,-28.63
529,"Neon Paradise (Edition)","Jacob Bailey",Non-Famous,40427.52,51417.84,-10990.32,-27.19
530,"Frost Dreams (Soundtrack)","Jacob Morgan",Non-Famous,39185.52,48905.92,-9720.40,-24.81
531,"Midnight Stories (Vol. I)","Jacob Parrish",Non-Famous,34280.82,47685.28,-13404.46,-39.10
532,"Burning Rhythms (Soundtrack)","Jacqueline Allen",Non-Famous,54475.98,65687.76,-11211.78,-20.58
533,"Neon Rooms (Redux)","Jacqueline Levy",Non-Famous,60372.81,78112.16,-17739.35,-29.38
534,"Silent Desire (Soundtrack)","Jacqueline Stokes",Non-Famous,51466.74,70791.42,-19324.68,-37.55
535,"Crimson Lights (Blueprint)","Jaime White",Non-Famous,37554.66,58009.98,-20455.32,-54.47
536,"Golden Souls (Saga)","James Barber",Non-Famous,45948.56,49565.88,-3617.32,-7.87
537,"Wild Hearts (Edition)","James Berger",Non-Famous,74583.94,103176.75,-28592.81,-38.34
538,"Golden Rhythms (Tales)","James Brown",Non-Famous,26175.25,34819.20,-8643.95,-33.02
539,"Whisper Horizons (Saga)","James Garrett",Non-Famous,15816.15,21819.66,-6003.51,-37.96
540,"Obsidian Paths (Anthology)","James Rodriguez",Non-Famous,39912.60,46989.63,-7077.03,-17.73
541,"Fading Roses (Diaries)","James Ruiz",Non-Famous,32925.84,42600.47,-9674.63,-29.38
542,"Sapphire Rhythms (Diaries)","James Salazar",Non-Famous,57003.30,63458.30,-6455.00,-11.32
543,"Wild Whispers (Tales)","James Small",Non-Famous,49732.90,70474.08,-20741.18,-41.71
544,"Midnight Dreams (Vol. I)","James Watson",Non-Famous,37815.25,50521.20,-12705.95,-33.60
545,"Radiant Rhythms (Soundtrack)","Jane Rogers",Non-Famous,20754.72,32187.87,-11433.15,-55.09
546,"Storm Roses (Memoirs)","Jared Castro",Non-Famous,32524.48,42724.35,-10199.87,-31.36
547,"Shattered Horizons (Redux)","Jared Chandler",Non-Famous,27409.59,31605.36,-4195.77,-15.31
548,"Moonlit Shadows","Jared May",Non-Famous,69259.52,93763.10,-24503.58,-35.38
549,"Neon Paths (Tales)","Jasmin Bryant",Non-Famous,50781.90,60001.00,-9219.10,-18.15
550,"Fading Lights (Redux)","Jasmine Clayton",Non-Famous,30081.52,40356.30,-10274.78,-34.16
551,"Sapphire Whispers (Redux)","Jasmine Garcia",Non-Famous,31874.64,26990.88,4883.76,15.32
552,"Echo Rhythms (Vol. I)","Jason Gregory",Non-Famous,48226.29,60521.85,-12295.56,-25.50
553,"Neon Rooms (Edition)","Jason Kim",Non-Famous,30779.24,39273.12,-8493.88,-27.60
554,"Storm Desire (Archives)","Jason Mason",Non-Famous,31506.23,41088.15,-9581.92,-30.41
555,"Echo Stories (Archives)","Jason Miller",Non-Famous,31399.72,41779.86,-10380.14,-33.06
556,"Ashen Voices (Blueprint)","Jason Robinson MD",Non-Famous,47483.70,61460.74,-13977.04,-29.44
557,"Broken Letters (Reprise)","Jason Scott",Non-Famous,58134.45,71428.75,-13294.30,-22.87
558,"Velvet Signals (Sessions)","Jason Smith",Non-Famous,59608.44,68450.46,-8842.02,-14.83
559,"Obsidian Tides (Soundtrack)","Jay Dominguez",Non-Famous,45067.49,52424.04,-7356.55,-16.32
560,"Lunar Tides (Blueprint)","Jay Miller",Non-Famous,18778.20,18897.90,-119.70,-0.64
561,"Ashen Lights (Reprise)","Jeanne Gonzalez",Non-Famous,48909.50,59208.86,-10299.36,-21.06
562,"Ocean Echoes (Blueprint)","Jeff Smith",Non-Famous,39144.70,42103.20,-2958.50,-7.56
563,"Glass Echoes (Edition)","Jeffery Delgado",Non-Famous,62895.93,83064.45,-20168.52,-32.07
564,"Neon Whispers (Anthology)","Jeffery Douglas",Non-Famous,25351.65,27560.40,-2208.75,-8.71
565,"Moonlit Stories (Sessions)","Jeffrey Booker",Non-Famous,27548.10,38640.69,-11092.59,-40.27
566,"Neon Rooms","Jeffrey Boyd",Non-Famous,26645.96,33015.00,-6369.04,-23.90
